2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,0,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,1,True,3,1,"[[1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,2,True,2,1,"[[1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,3,True,18,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,4,True,2,1,"[[1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,5,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,6,True,18,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,7,True,2,1,"[[1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,10,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,11,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,12,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,13,True,3,1,"[[1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,14,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-27,Qwen/Qwen3-32B,baseline,basic,detailed,15,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
